rental_id,rental_date,customer_id
823,2005-05-29 21:39:37,441
824,2005-05-29 21:45:32,357
825,2005-05-29 21:49:41,371
826,2005-05-29 21:56:15,207
827,2005-05-29 21:58:43,573
828,2005-05-29 22:14:55,217
829,2005-05-29 22:16:42,371
830,2005-05-29 22:43:55,3
831,2005-05-29 22:50:25,509
832,2005-05-29 22:51:20,159
833,2005-05-29 23:21:56,417
834,2005-05-29 23:24:30,84
835,2005-05-29 23:37:00,381
836,2005-05-29 23:56:42,368
837,2005-05-30 00:02:08,172
838,2005-05-30 00:27:57,504
839,2005-05-30 00:28:12,337
840,2005-05-30 00:28:41,79
841,2005-05-30 00:31:17,387
842,2005-05-30 00:32:04,238
843,2005-05-30 00:44:24,313
844,2005-05-30 00:58:20,429
845,2005-05-30 01:17:25,72
846,2005-05-30 01:17:45,49
847,2005-05-30 01:18:15,380
848,2005-05-30 01:19:53,436
849,2005-05-30 01:23:07,449
850,2005-05-30 01:35:12,517
851,2005-05-30 01:35:15,530
852,2005-05-30 01:36:57,549
853,2005-05-30 01:43:31,122
854,2005-05-30 01:56:11,369
855,2005-05-30 02:00:28,406
856,2005-05-30 02:01:21,53
857,2005-05-30 02:01:23,204
858,2005-05-30 02:10:32,358
859,2005-05-30 02:36:20,79
860,2005-05-30 02:45:16,276
861,2005-05-30 02:48:32,502
862,2005-05-30 03:09:11,328
863,2005-05-30 03:14:59,379
864,2005-05-30 03:27:17,544
865,2005-05-30 03:39:44,154
866,2005-05-30 03:43:54,8
867,2005-05-30 03:54:43,99
868,2005-05-30 04:19:55,28
869,2005-05-30 04:22:06,296
870,2005-05-30 04:25:47,391
871,2005-05-30 05:01:30,303
872,2005-05-30 05:03:04,548
873,2005-05-30 05:15:20,375
874,2005-05-30 05:36:21,52
875,2005-05-30 05:38:24,326
876,2005-05-30 05:41:22,339
877,2005-05-30 05:48:59,9
878,2005-05-30 05:49:13,323
879,2005-05-30 05:49:42,482
880,2005-05-30 06:12:33,460
881,2005-05-30 06:15:36,242
882,2005-05-30 06:16:06,477
883,2005-05-30 06:21:05,399
884,2005-05-30 06:41:32,17
885,2005-05-30 06:54:28,62
886,2005-05-30 06:54:51,393
887,2005-05-30 07:10:00,16
888,2005-05-30 07:13:14,128
889,2005-05-30 07:14:53,114
890,2005-05-30 07:43:04,349
891,2005-05-30 07:43:12,391
892,2005-05-30 08:02:56,274
893,2005-05-30 08:06:59,502
894,2005-05-30 08:31:31,400
895,2005-05-30 08:50:43,192
896,2005-05-30 09:03:52,207
897,2005-05-30 09:10:01,432
898,2005-05-30 09:26:19,384
899,2005-05-30 09:29:30,156
900,2005-05-30 09:38:41,586
901,2005-05-30 09:40:40,259
902,2005-05-30 09:53:36,561
903,2005-05-30 10:11:29,197
904,2005-05-30 10:19:42,44
905,2005-05-30 10:25:00,50
906,2005-05-30 10:30:38,549
907,2005-05-30 10:37:27,506
908,2005-05-30 10:38:37,85
909,2005-05-30 10:43:38,486
910,2005-05-30 10:46:16,374
911,2005-05-30 10:50:22,366
912,2005-05-30 10:58:33,390
913,2005-05-30 11:04:58,369
914,2005-05-30 11:06:00,596
915,2005-05-30 11:20:27,115
916,2005-05-30 11:25:01,6
917,2005-05-30 11:27:06,385
918,2005-05-30 11:32:24,197
919,2005-05-30 11:35:06,374
920,2005-05-30 11:44:01,584
921,2005-05-30 11:53:09,508
922,2005-05-30 11:55:55,550
923,2005-05-30 11:58:50,37
924,2005-05-30 12:10:59,293
925,2005-05-30 12:13:52,137
926,2005-05-30 12:15:54,76
927,2005-05-30 12:16:40,167
928,2005-05-30 12:27:14,79
929,2005-05-30 12:32:39,536
930,2005-05-30 12:44:57,141
931,2005-05-30 12:53:01,421
932,2005-05-30 12:55:36,198
933,2005-05-30 13:08:45,66
934,2005-05-30 13:24:46,60
935,2005-05-30 13:29:36,256
936,2005-05-30 13:52:49,469
937,2005-05-30 14:47:31,304
938,2005-05-30 14:47:31,46
939,2005-05-30 14:49:34,367
940,2005-05-30 15:01:02,534
941,2005-05-30 15:02:25,562
942,2005-05-30 15:05:47,473
943,2005-05-30 15:20:19,57
944,2005-05-30 15:26:24,131
945,2005-05-30 15:33:17,357
946,2005-05-30 15:35:08,486
947,2005-05-30 15:36:57,62
948,2005-05-30 15:44:27,245
949,2005-05-30 15:50:39,368
950,2005-05-30 16:06:08,83
951,2005-05-30 16:10:35,59
952,2005-05-30 16:28:07,311
953,2005-05-30 16:34:02,210
954,2005-05-30 16:57:29,297
955,2005-05-30 16:59:03,301
956,2005-05-30 17:30:28,296
957,2005-05-30 17:53:29,440
958,2005-05-30 17:58:03,186
959,2005-05-30 18:07:00,535
960,2005-05-30 18:13:23,445
961,2005-05-30 18:16:44,588
962,2005-05-30 18:45:17,520
963,2005-05-30 18:52:53,225
964,2005-05-30 18:53:21,287
965,2005-05-30 19:00:14,502
966,2005-05-30 19:00:37,496
967,2005-05-30 19:12:06,330
968,2005-05-30 19:20:03,576
969,2005-05-30 19:23:48,551
970,2005-05-30 19:50:28,307
971,2005-05-30 20:10:52,561
972,2005-05-30 20:21:07,411
973,2005-05-30 20:27:45,473
974,2005-05-30 20:28:42,596
975,2005-05-30 21:07:15,7
976,2005-05-30 21:11:19,581
977,2005-05-30 21:22:26,394
978,2005-05-30 21:30:52,154
979,2005-05-30 21:37:11,279
980,2005-05-30 21:45:19,273
981,2005-05-30 21:52:42,326
982,2005-05-30 22:15:24,524
983,2005-05-30 22:15:51,115
984,2005-05-30 22:17:17,262
985,2005-05-30 22:18:35,564
986,2005-05-30 22:22:52,253
987,2005-05-30 22:59:12,11
988,2005-05-30 23:08:03,12
989,2005-05-30 23:11:51,83
990,2005-05-30 23:25:14,311
991,2005-05-30 23:29:22,593
992,2005-05-30 23:47:56,123
993,2005-05-30 23:54:19,513
994,2005-05-30 23:55:36,472
995,2005-05-31 00:06:02,150
996,2005-05-31 00:06:20,331
997,2005-05-31 00:08:25,216
998,2005-05-31 00:16:57,389
999,2005-05-31 00:25:10,413
1000,2005-05-31 00:25:56,332
1001,2005-05-31 00:46:31,64
1002,2005-05-31 00:47:56,397
1003,2005-05-31 00:48:20,161
1004,2005-05-31 00:48:36,565
1005,2005-05-31 00:53:25,551
1006,2005-05-31 00:57:08,222
1007,2005-05-31 01:02:28,24
1008,2005-05-31 01:18:56,599
1009,2005-05-31 01:47:35,485
1010,2005-05-31 01:57:32,49
1011,2005-05-31 02:05:39,164
1012,2005-05-31 02:18:05,291
1013,2005-05-31 02:37:00,384
1014,2005-05-31 02:39:16,280
1015,2005-05-31 02:44:57,526
1016,2005-05-31 02:49:43,204
1017,2005-05-31 02:53:36,16
1018,2005-05-31 02:53:42,594
1019,2005-05-31 03:05:07,279
1020,2005-05-31 03:06:08,138
1021,2005-05-31 03:16:15,541
1022,2005-05-31 03:16:45,239
1023,2005-05-31 03:26:50,227
1024,2005-05-31 03:30:19,457
1025,2005-05-31 03:41:37,93
1026,2005-05-31 03:45:26,107
1027,2005-05-31 03:46:19,55
1028,2005-05-31 03:48:05,51
1029,2005-05-31 03:52:02,50
1030,2005-05-31 04:06:47,267
1031,2005-05-31 04:23:01,416
1032,2005-05-31 04:28:43,236
1033,2005-05-31 04:50:07,25
1034,2005-05-31 04:53:40,293
1035,2005-05-31 05:01:09,362
1036,2005-05-31 05:21:10,438
1037,2005-05-31 05:22:25,569
1038,2005-05-31 05:23:47,385
1039,2005-05-31 05:32:29,124
1040,2005-05-31 05:35:16,270
1041,2005-05-31 05:46:23,272
1042,2005-05-31 05:53:00,506
1043,2005-05-31 06:11:40,412
1044,2005-05-31 06:24:44,70
1045,2005-05-31 06:29:01,594
1046,2005-05-31 06:42:30,179
1047,2005-05-31 06:45:57,72
1048,2005-05-31 06:49:53,55
1049,2005-05-31 06:57:04,312
1050,2005-05-31 07:01:27,303
1051,2005-05-31 07:02:09,246
1052,2005-05-31 07:07:03,156
1053,2005-05-31 07:12:44,196
1054,2005-05-31 07:33:25,126
1055,2005-05-31 07:47:18,108
1056,2005-05-31 07:48:07,519
1057,2005-05-31 07:58:06,124
1058,2005-05-31 08:04:17,116
1059,2005-05-31 08:20:43,241
1060,2005-05-31 08:21:43,570
1061,2005-05-31 08:27:58,109
1062,2005-05-31 08:38:20,176
1063,2005-05-31 08:44:29,7
1064,2005-05-31 08:50:07,460
1065,2005-05-31 08:54:56,316
1066,2005-05-31 09:07:33,541
1067,2005-05-31 09:12:13,32
1068,2005-05-31 09:32:15,443
1069,2005-05-31 09:32:31,251
1070,2005-05-31 09:39:56,228
1071,2005-05-31 09:48:56,174
1072,2005-05-31 09:52:50,272
1073,2005-05-31 09:55:04,146
1074,2005-05-31 10:04:42,503
1075,2005-05-31 10:13:34,9
1076,2005-05-31 10:14:31,214
1077,2005-05-31 10:22:54,24
1078,2005-05-31 10:28:33,230
1079,2005-05-31 10:48:17,312
1080,2005-05-31 10:55:26,215
1081,2005-05-31 10:56:32,404
1082,2005-05-31 11:02:01,239
1083,2005-05-31 11:04:48,556
1084,2005-05-31 11:10:17,12
1085,2005-05-31 11:15:43,5
1086,2005-05-31 11:17:37,549
1087,2005-05-31 11:18:08,169
1088,2005-05-31 11:35:13,356
1089,2005-05-31 11:38:29,367
1090,2005-05-31 12:03:44,23
1091,2005-05-31 12:11:04,251
1092,2005-05-31 12:15:57,278
1093,2005-05-31 12:32:26,214
1094,2005-05-31 13:03:49,547
1095,2005-05-31 13:15:41,252
1096,2005-05-31 13:30:49,271
1097,2005-05-31 13:38:42,491
1098,2005-05-31 13:51:48,425
1099,2005-05-31 13:54:48,269
1100,2005-05-31 14:03:21,497
1101,2005-05-31 14:13:59,260
1102,2005-05-31 14:20:29,115
1103,2005-05-31 14:24:18,353
1104,2005-05-31 14:30:01,466
1105,2005-05-31 14:33:56,26
1106,2005-05-31 14:36:52,109
1107,2005-05-31 15:04:05,53
1108,2005-05-31 15:05:12,254
1109,2005-05-31 15:12:15,481
1110,2005-05-31 15:22:51,355
1111,2005-05-31 15:24:19,300
1112,2005-05-31 15:51:39,214
1113,2005-05-31 15:58:44,451
1114,2005-05-31 16:00:33,117
1115,2005-05-31 16:07:09,109
1116,2005-05-31 16:10:46,256
1117,2005-05-31 16:15:31,189
1118,2005-05-31 16:23:02,510
1119,2005-05-31 16:34:27,469
1120,2005-05-31 16:37:14,361
1121,2005-05-31 16:37:36,74
1122,2005-05-31 16:39:33,180
1123,2005-05-31 16:48:43,448
1124,2005-05-31 16:49:34,134
1125,2005-05-31 17:23:44,234
1126,2005-05-31 17:27:45,431
1127,2005-05-31 17:45:49,387
1128,2005-05-31 17:49:26,311
1129,2005-05-31 18:00:48,486
1130,2005-05-31 18:13:57,124
1131,2005-05-31 18:44:19,128
1132,2005-05-31 18:44:53,198
1133,2005-05-31 19:12:21,73
1134,2005-05-31 19:14:15,191
1135,2005-05-31 19:15:11,122
1136,2005-05-31 19:19:36,50
1137,2005-05-31 19:20:14,351
1138,2005-05-31 19:30:27,438
1139,2005-05-31 19:34:52,562
1140,2005-05-31 19:36:30,10
1141,2005-05-31 19:42:02,217
1142,2005-05-31 19:46:38,5
1143,2005-05-31 19:53:03,209
1144,2005-05-31 20:04:10,207
1145,2005-05-31 20:13:45,284
1146,2005-05-31 20:34:45,250
1147,2005-05-31 20:37:52,259
1148,2005-05-31 20:38:40,235
1149,2005-05-31 21:03:17,326
1150,2005-05-31 21:20:09,136
1151,2005-05-31 21:29:00,581
1152,2005-05-31 21:32:17,191
1153,2005-05-31 21:36:44,506
1154,2005-05-31 21:42:09,59
1155,2005-05-31 22:17:11,251
1156,2005-05-31 22:37:34,106
1157,2005-05-31 22:47:45,61
